id,uuid,category,muscles,equipment,images,ex_id,ex_name,description
367,49189e88-40b6-4c0d-a784-0cc3abbb8e75,Legs,Hamstrings,[],183,72,Beinbeuger Stehend,"<p>Diese Übung wird jeweils mit einem Bein durchgeführt.</p>
<p>Stelle dich vor der Maschine und stelle deine Waden hinter dem Polster (setzte die Höhe so ein, dass es knapp unter den Waden ansetzt). Beuge nun das Bein bis dein Knie einen rechten Winkel einnimmt, bringe das Gewicht nun langsam und kontrolliert wieder nach unten.</p>"
368,058945bb-7fa8-4724-95fb-51ee8df20929,Legs,Quads,[],[],796,Leg Extension,"The leg extension is a resistance weight training exercise that targets the quadriceps muscle in the legs. The exercise is done using a machine called the Leg Extension Machine. There are various manufacturers of these machines and each one is slightly different. Most gym and weight rooms will have the machine in their facility. The leg extension is an isolated exercise targeting one specific muscle group, the quadriceps. It should not be considered as a total leg workout, such as the squat or deadlift. The exercise consists of bending the leg at the knee and extending the legs, then lowering them back to the original position."
369,62170477-90ec-463c-907e-9e523abc0a15,Legs,Quads,[],[],804,Leg Extension,"The leg extension is a resistance weight training exercise that targets the quadriceps muscle in the legs. The exercise is done using a machine called the Leg Extension Machine. There are various manufacturers of these machines and each one is slightly different. Most gym and weight rooms will have the machine in their facility. The leg extension is an isolated exercise targeting one specific muscle group, the quadriceps. It should not be considered as a total leg workout, such as the squat or deadlift. The exercise consists of bending the leg at the knee and extending the legs, then lowering them back to the original position."
370,4ceb1ba5-1ce1-4fe3-b60a-5d0e173a2ab3,Legs,Quads,[],167,133,Beinbeuger Sitzend,"<p>Setze dich auf das Geräts und schiebe dich so weit nach hinten, bis du die Rückenlehne berührst. Lege deine Beine auf das Polster (verstelle die Höhe so, dass es knapp unter den Waden Kontakt macht). Drücke nun das Gewicht nach unten indem du die Beine beugst, die Fußspitzen sind angespannt und zeigen nach oben (90° Winkel). Bringe dann das Gewicht langsam wieder hoch, strecke aber die Beine nicht komplett aus.</p>"
371,66a42396-c207-44da-bc75-758a89d32404,Legs,Hamstrings,[],[],6,Beinpresse,"<p>In die Maschine setzten und die Füße auf die Auflage stellen, der Abstand, etwas mehr als schulterbreit. Die Füße sind etwas nach außen gedreht.</p>
<p>Das Gewicht wird so weit abgesenkt, dass die Knie einen rechten Winkel machen. Sofort wird das Gewicht nach oben gedrückt. Die Knie zeigen etwas nach außen und werden nie ganz ausgestreckt, die Bewegung bleibt immer flüssig, also weder oben noch unten irgendwelche Pausen einlegen!</p>"
373,5f0b757c-0d6a-430b-9d5e-3bfba202878e,Legs,Quads,[],[],54,Beinpresse Eng,"<p>In die Maschine setzten und die F&uuml;&szlig;e auf die Auflage stellen. Dabei sollte etwa so viel Platz dazwischen bleiben, dass noch ein Fu&szlig; dazwischen Platz h&auml;tte. Die F&uuml;&szlig;e sind wie beim normalen Bankdr&uuml;cken etwas nach au&szlig;en gedreht.</p>
<p>Der Bewegungsablauf ist wie bei bei der breite Beinpresse: das Gewicht wird so weit abgesenkt, dass die Knie einen rechten Winkel machen. Ohne Pause wird dann das Gewicht nach oben gedr&uuml;ckt. Die Knie zeigen etwas nach au&szlig;en und werden nie ganz ausgestreckt, die Bewegung bleibt immer fl&uuml;ssig, also weder oben noch unten irgendwelche Pausen einlegen!</p>"
374,661287d4-d1dc-485c-896b-73f90b000536,Legs,Quads,[],[],114,Leg Presses (wide),"<p>Sit on the machine and put your feet on the platform, a bit more than shoulder wide. The feet are turned outwards by a few degrees.</p>
<p>Lower the weight so much, that the knees form a right angle. Push immediately the platform up again, without any pause. When in the lower position, the knees point a bit outwards and the movement should be always fluid.</p>"
375,18104387-4567-4c1e-8d03-db0b274646dd,Legs,Quads,[],125,402,Kniebeuge an Hackenschmidtmaschine,"<p>Setze dich in die Maschine und drücke deine Schultern auf das Polster. Deine Füße sind etwa Schulterbreit auseinander und zeigen leicht nach außen. Gehe nun langsam nach unten in die Knie bis sich, wie bei der regulären Kniebeuge, einen Winken von ca. 90° ergibt. Drücke dich wieder nach oben und wiederhole die Bewegung. Wichtig ist hier, dass du die Knie nicht ganz ausstreckst.</p>"
376,c2078aac-e4e2-4103-a845-6252a3eb795e,Legs,,[],[],791,Leg Raise,"The leg raise is a strength training exercise which targets the iliopsoas (the anterior hip flexors). Because the abdominal muscles are used isometrically to stabilize the body during the motion, leg raises are also often used to strengthen the rectus abdominis muscle and the internal and external oblique muscles."
377,9e34bc01-9cec-4ee2-a9bb-9c937a471c24,Abs,Abs,Gym mat,139,125,"Leg Raises, Lying",<p>Lay down on a bench and hold onto the recliner with your hands to keep you stable. Hold your legs straight and lift them till they make an angle of about 45°. Make a short pause of 1 sec. and go slowly down to the initial position. To increase the intensity you can make a longer pause of 7 sec. every 5th time.</p>
378,5f514f9e-6bd9-408e-85b2-c25eb04af33b,Abs,Abs,[],[],126,"Leg Raises, Standing","<p>Put your forearms on the pads on the leg raise machine, the body is hanging freely. Lift now your legs with a fast movement as high as you can, make a short pause of 1sec at the top, and bring them down again. Make sure that during the exercise your body does not swing, only the legs should move.</p>"
379,82aec7f9-ee03-4b24-8994-f6bde07c6a41,Chest,Chest,[],[],211,Leverage Machine Chest Press,<p>Be sure to adjust seat height so that the handles are towards the bottom of your pectorals.</p>
380,fd595232-b9ad-4216-bba1-92298f993ea9,Back,Lats,[],[],214,Leverage Machine Iso Row,<p>Adjust seat height so that the handles are at the bottom of your pectorals or just below.</p>
382,16089e03-5afc-4a18-a40a-beb337806ac0,Abs,[],[],[],281,L Hold,<p>Hold the L position for as long as possible</p>
386,de22963a-5d42-4999-860e-377f64359432,Chest,Chest,none (bodyweight exercise),[],295,Liegestüzten Diamond,"<p>Liegestütze mit Händen zusammen. Die Hände werden so nebeneinander gelegt, das Daumen und Zeigefinger eine Raute (Diamant) bilden</p>"
394,a7e6c20a-6ddc-4401-9935-ace2d02e3995,Back,Lats,[],143,37,Long-Pulley,"<p>Setze dich hin, stelle die F&uuml;&szlig;e auf die St&uuml;tzstellen ab und greife die Stange mit breitem Griff. Ziehe nun die H&auml;nde auf den Nabel, nicht h&ouml;her. Dabei sollten die Arme nahe am K&ouml;rper bleiben und die Schultern so weit wie m&ouml;glich zusammengezogen werden. Lasse langsam und kontrolliert das Gewicht wieder nach vorne bis die Arme vollst&auml;ndig ausgestreckt sind.</p>"
395,77c98954-b50d-46f0-9912-3981f856d5a6,Back,Lats,[],[],136,Long-Pulley (eng),"<p>Der Bewegungsablauf ist wie der vom Long-Pulley mit breitem Griff.</p>
<p>Setze dich hin, stelle die F&uuml;&szlig;e auf die St&uuml;tzstellen ab und greife die Stange. Ziehe nun die H&auml;nde auf den Nabel, nicht h&ouml;her. Dabei sollten die Arme nahe am K&ouml;rper bleiben und die Schultern so weit wie m&ouml;glich zusammengezogen werden. Lasse langsam und kontrolliert das Gewicht wieder nach vorne bis die Arme vollst&auml;ndig ausgestreckt sind.</p>"
397,183e7279-f052-4c70-8381-bbbda3bb9afe,Legs,Glutes,Barbell,[],389,Low Box Squat - Wide Stance,"<p>Unrack the bar and set your stance wide, beyond your hips.  Push your hips back and sit down to a box that takes you below parallel.  Sit completely down, do not touch and go.  Then explosively stand up.  Stay tight in your upper back and torso throughout the movement.</p>"
405,425180b6-0523-4cb5-bb6a-3d477ad887f2,Abs,,Gym mat,[],276,Lying Heel Touches,"<p>met de rug plat op de grond, benen in een hoek van 90 graden. armen naast het lichaam.</p>
<p> </p>
<p>1 breng de schouders iets naar boven.</p>
<p>2 buig het bovenlichaam iets naar rechts terwijl je met de rechterhand de rechterhiel aantikt.</p>
<p>3 ga terug naar startpositie. </p>
<p>4 herhaal aan de linkerkant.</p>"
406,aa3b4ebe-6dee-45ad-a345-cf2acebf4159,Shoulders,[],Dumbbell,[],312,Lying Rotator Cuff Exercise,"<p>This is an excercise for problems with the levator muscles. Primary  Infraspinatus, secondary Teres Minor.</p>
<p>Lying on side. Keep elbow on waist and in 90 dgr angle. Rotate towards stomach. Add weight as fit.</p>"
414,a70ccc73-bc04-4af5-9bb4-dbd5b24deea9,Back,Lats,[],[],141,MGM Machine,
415,e13f19be-a3bd-4ed3-8915-176ea5bc7893,Back,Lats,[],[],49,MGM-Maschine,
416,597f6ca8-99ba-4b6c-ae84-fa02c178988a,Shoulders,Shoulders,Barbell,[],153,Frontdrücken LH,"<p>Setze dich auf eine Bank, stelle die Lehne fast Senkrecht ein. Greife die Langhantel etwas mehr als Schulterbreit und hebe sie auf Brusthöhe. Drücke sie nun nach oben, strecke die Arme aber nicht vollständig aus. Bringe das Gewicht langsam wieder runter, bis sie wie beim Bankdrücken die Brust kurz berührt.</p>"
418,7b1e458f-1857-4c2f-8463-7d67d4b2db93,Arms,[],SZ-Bar,[],256,Military Press,"<p>On an SZ-bar grip your hands on the outside of each bend and stand with your arms straight down, palms facing your legs. Pull the bar (bending your arms at the elbow) to your chest, and the push the bar above your head (arms as straight as possible). Return the bar to your chest by dropping your arms at the elbows. Return the bar to it's origional position (stand with your arms straight down, palms facing your legs.)</p>"
423,0027b172-a83e-4f79-af47-483302a22c02,Back,Biceps,Pull-up bar,[],626,Muscle up,"<p>The body is then explosively pulled up by the arms in a radial pull-up, with greater speed than a regular pull-up. When the bar approaches the upper chest, the wrists are swiftly flexed to bring the forearms above the bar. The body is leaned forward, and the elbows are straightened by activating the triceps. The routine is considered complete when the bar is at the level of the waist and the arms are fully straight.</p>
<p>To dismount, the arms are bent at the elbow, and the body is lowered to the floor, and the exercise can be repeated.</p>
<p>As a relatively advanced exercise, muscle-ups are typically first learned with an assistive kip. The legs swing (kip) up and provide momentum to assist in the explosive upward force needed to ascend above the bar. More advanced athletes can perform a strict variation of the muscle-up which is done slowly, without any kip. This variation begins with a still dead hang and uses isometric muscle contraction to ascend above the bar in a slow, controlled fashion.</p>"
424,e5c5fd36-4092-4bdd-9457-9c14bd87c258,Back,Lats,[],[],196,Nackenziehen,<p>.</p>
427,cbc5fbc9-9bca-4766-941d-4b6903d4a521,Abs,Abs,[],7,32,Crunches an Negativbank,"<p>Setze dich auf die Negativbank und fixiere deine Beine. Kreuze deine Arme &uuml;ber die Brust und bringe den Oberk&ouml;rper nach oben, den Kopf dabei nicht nach vorn kippen. Gehe langsam wieder runter. </p>"
428,62d7ebaf-2c44-405b-878f-506ac2523fa7,Chest,Chest,[],[],722,Negativ Fliegende Mit KH,"<p>Die Übung ist die gleiche wie bei einer normalen Bank:</p>
<p> </p>
<p>Nehmen Sie zwei Hanteln und legen Sie sich auf eine Bank. Stellen Sie sicher, dass die Füße fest auf dem Boden stehen und Ihr Rücken nicht gewölbt ist, sondern guten Kontakt mit der Bank hat. Die Arme sind etwa schulterbreit vor dir ausgestreckt. Beugen Sie nun die Arme etwas und lassen Sie sie mit einer Halbkreisbewegung zur Seite runter. Ohne den Winkel des Ellbogens zu verändern, bringen Sie sie in einer fließenden Bewegung wieder nach oben.</p>"
429,51e6e4f6-ce59-4137-b7af-3dd4c8874eee,Legs,,[],[],712,Negativ Plank Mit Abwechselnden Fuß-Kontakt,"<p>Führen Sie die Planke mit erhobenen Beinen und Füßen auf einem Gymball durch. Sobald Sie sich stabilisiert haben, bewegen Sie langsam einen Fuß seitlich vom Ball weg, lassen Sie ihn den Boden berühren und kehren Sie dann in die Ausgangsposition zurück. Wechseln Sie mit dem anderen Fuß.</p>
<p> </p>
<p>Dies ist eine Core-Übung.</p>"
434,fc8a493e-e659-4dcc-ada1-8855d83cb07a,Chest,[],[],[],315,Oberer Kabelzug,<p>Seitlich den Griff vom Kabelzug mit gestrecktem Arm von oben nach unten drücken bis der Griff vor dem Oberschenkel ist.</p>
436,b54be6ca-384c-4013-80cc-1eaf73a5e382,Abs,Abs,[],[],374,Obrácené Zkracovačky,"Lehneme si na záda, k lavici, nebo na lavici. Chytneme se za hlavou a pak zvedáme nohy do svíčky tak, aby se lehce nadzvedla pánev.  Rozsah pohybu není velký, přibližně okolo 10 cm maximálně však 15 cm a závisí na ohebnosti a zdatnosti. Je dobré vycítit, kdy už nepracují svaly břicha a práci přebírají ohýbače kyčlí."
439,c7058ff8-ca3b-4822-abdb-6341ce37c4d1,Abs,Biceps,[],[],197,Overhand Cable Curl,"<p>Hands at shoulder height, curl arms in toward head, then back out.</p>"
441,bc45125b-58da-4ee9-8895-16a7b930b789,Legs,[],[],[],355,Overhead Squat,"<p>The barbell is held overhead in a wide-arm snatch grip; however, it is also possible to use a closer grip if balance allows.</p>"
445,6441ff9e-037e-48d9-8800-67b430dc8e37,Chest,Chest,Barbell,[],270,Pause Bench,"<p>Lower the bar to your chest and pause (but do not rest) there for 2 seconds. Press back up. use the same weight you would on bench press, but perform only single reps. Total the number of reps you did in one set of bench press (if you did 3 sets of 8 do 8 sinlge pause bench reps.</p>"
448,748e9635-7958-4a41-b1ed-93de74c7ef72,Back,Lats,Barbell,[],202,Pendelay Rows,<p>Back excercise with a barbell with a starting position which is in a bent over position with the back paralell to the ground. The barbell is on the ground at chest level.For the movement grab the barbell at shoulder width grip and pull towards your chest without losing the bent over position and without moving anything but your arms</p>
450,98d73d2c-b8ee-44f4-a245-a7934adfbaef,Chest,Chest,[],[],182,Perfect Push Up,<p>Push up with perfect push up</p>
454,3b96a05b-9705-48da-b43e-6e098234bb35,Arms,Chest,none (bodyweight exercise),[],361,Pike Push Ups,<p>Push Up performed from a pike position (optional to have feet elevated).</p>
456,fe04cf35-1af5-4b51-89d4-c38d7eaa0db1,Legs,Hamstrings,[],[],358,Einbeinige Kniebeuge (Pistol Squat),<p>Auf einen Bein stehen - und den Po nach hinten führen. Gleichzeitig in die Knie gehen</p>
458,c9e57bbe-e839-44c6-861d-1c8dd2845e36,Abs,,none (bodyweight exercise),[],238,Plank,"<p>Get into a position on the floor supporting your weight on your forearms and toes. Arms are bent and directly below the shoulder. </p>
<p>Keep your body straight at all times and hold this position as long as possible. To increase difficulty an arm or leg can be raised while performing this exercise.  </p>"
463,39ba20a7-14c7-44fe-b6c8-6ce9c83b4c38,Shoulders,Chest,[],[],189,Power Clean,<p>Olympic weight lifting</p>
465,dd52fb99-9426-4a78-b446-20a8e3e4ec47,Arms,,[],93,193,Preacher Curls,<p> Place the EZ curl bar on the rest handles in front of the preacher bench. Lean over the bench and grab the EZ curl bar with palms up. Sit down on the preacher bench seat so your upper arms rest on top of the pad and your chest is pressed against the pad. Lower the weight until your elbows are extended and arms are straight. Bring the weights back up to the starting point by contracting biceps. Repeat</p>
466,284b74bb-ca6b-45be-902d-ed6179094ea1,Back,Lats,Dumbbell,[],371,Přítahy v Kleče Jednoručkou,"Přítahy jednoručky lze provádět buď vkleče na lavici, nebo ve stoji s nakročením jedné nohy (bez opření nebo s opřením volné ruky o pevný bod - stojan, lavičku apod.). Zaujměte výchozí polohu s jednoručkou drženou v napnuté paži neutrálním úchopem (dlaň směřuje k tělu). Zpevněte tělo a držte rovná záda - bederní, hrudní i krční část páteře v přirozené poloze.
Obloukovitým pohybem přitahujte činku směrem k pasu. Loket se pohybuje blízko k tělu, rameno dolů (směrem od uší) a mírně směrem vzad za tělo. V závěrečné fázi cviku můžete mírným vytočením trupu na straně činky směrem vzhůru docílit větší kontrakce svalů. Po dosažení této fáze činku kontrolovaně spouštějte do výchozí polohy.
Nádech je při excentrické fázi cviku (spouštění činky), výdech v koncentrické fázi (přítah činky k pasu).
Varianta, kdy se loket pohybuje dále od těla a úchop se místo neutrálního (dlaní k tělu) přibližuje úchopu nadhmatem a osa činky tak jde kolmo k tělu, více zatěžuje zadní část deltového svalu a horní a střední část svalu trapézového."
467,92ee2003-8659-4c21-8627-12c766e19a84,Back,Lats,[],[],365,Přítahy v Sedě s Oporou,"Při cvičení ramena držte na místě, nezvedejte je nahoru, při kontrakci táhněte lopatky k sobě a dolů, nadloktí podél těla dozadu. Soustřeďte se na zádové svaly a ne na svaly rukou."
468,9cb69afc-7a44-4a22-b9a9-7bde8aca5b11,Back,,[],[],429,Prone Scapular Retraction - Arms at Side,"<p>Lying on stomach with head on towel.</p>
<p>Stretch arms straight out to your sides.</p>
<p>Slowly lift your arms, pulling your shoulderblades together, hold for 3 seconds.</p>
<p> </p>"
472,73405d63-a539-486e-996e-1e72572fbe5d,Chest,Chest,Dumbbell,[],225,Pull-Over KH,"<ul>
<li>Sie Liegen auf einer Bank, die Füße stehen am Boden, die Arme sind nach oben gesteckt.</li>
<li>Beide Hände halten eine Kurzhantel so, dass die Scheibe auf den Handflächen liegt, Daumen und Zeigefinger umschließen den Griff der Hantel</li>
</ul>
<ul>
<li>beim Einatmen die Hantel hinter den Kopf sinken lassen und dabei leicht die Ellbogen beugen</li>
</ul>
<ul>
<li>beim Zurückkehren in die Ausgangsposition ausatmen</li>
</ul>"
475,8e420408-0682-4ab6-89f5-2681e54c7ce0,Back,Lats,Pull-up bar,[],36,Klimmzüge,"<p>Greife die Klimmzugstange mit breitem Griff, der Körper hängt zunächst frei nach unten. Ziehe nun die Brust raus und bringe den Körper nach oben, bis dein Kinn über der Stange liegt (oder der Nacken sie berührt, wenn du <em>nach hinten</em> gezogen hast), gehe nun langsam nach unten und wiederhole.</p>"
477,7f834f07-fa7b-46b6-8ffa-45930b0602db,Back,Lats,[],[],48,Klimmzüge an Maschine,
478,4284336c-6cfa-4c4d-a440-26b30db035d1,Shoulders,,[],[],190,Push Press,<p>olympic weight lifting</p>
480,05f99b16-424e-44bc-96ed-e56eb238c47a,Chest,Shoulders,none (bodyweight exercise),[],790,Pushups,"A push-up (or press-up if the hands are wider than shoulders placing more emphasis on the pectoral muscles) is a common calisthenics exercise beginning from the prone position. By raising and lowering the body using the arms, push-ups exercise the pectoral muscles, triceps, and anterior deltoids, with ancillary benefits to the rest of the deltoids, serratus anterior, coracobrachialis and the midsection as a whole. Push-ups are a basic exercise used in civilian athletic training or physical education and commonly in military physical training. They are also a common form of punishment used in the military, school sport, or some martial arts disciplines."
482,5930ce9c-dfbd-452c-9949-dd34c5e41fd6,Arms,Triceps,none (bodyweight exercise),55,172,Liegestütz,"<p>Ausgangsposition des Liegestütz ist die Bauchlage, der Körper ist gestreckt. Die Hände befinden sich etwas über schulterbreit voneinander entfernt am Boden. Die Finger zeigen nach vorne, die Daumen nach innen. Durch gleichzeitiges Anspannen der Arme werden diese gestreckt und der Oberkörper hebt vom Boden ab. Das Gewicht wird gleichmäßfig auf Zehenspitzen und Händen verteilt. Kopf, Hals, Wirbelsäule, Gesäß und Knie bilden eine Linie und die Bauchmuskulatur ist angespannt. Nun werden beide Arme gleichzeitig gebeugt und der Oberkörper somit abgesenkt, bis die Nasenspitze fast den Boden berührt. Der Körper bleibt dabei gestreckt.</p>
<ul>
<li>Der Kopf muss beim Liegestütz in einer Linie mit dem Körper sein, der Blick ist auf den Boden gerichtet.</li>
<li>Der Kopf darf nicht in den Nacken genommen werden, sonst drohen Zerrungen.</li>
<li>Der Po sollte weder nach unten durchhängen, noch weit nach oben gestreckt sein. Durch Körperspannung wird eine Hohlkreuzbildung vermieden.</li>
<li>Um die Brustmuskulatur vollständig zu trainieren, muss die Übung mit größtmöglichen Bewegungsradius durchgeführt werden. Die Trainingswirkung ist intensiver, je tiefer der Oberkörper zum Boden gebracht wird.</li>
<li>Keine ruckartigen, sondern gleichmäßige Bewegungen durchführen.</li>
<li>Die Arme werden nicht ganz durchgestreckt sondern bleiben auch in der höchsten Position leicht angewinkelt, um die Spannung in Brust, Schultern und Trizeps konstant zu halten.</li>
<li>Beim Hochdrüccken ausatmen, beim Absinken einatmen.</li>
</ul>"
484,a6c2a970-a621-4e03-be1d-4a29118b1687,Back,Glutes,[],145,161,Rack Deadlift,"<p>Deadlift to be done using a Smith machine or a free rack. Bar or barbell hould be just right under the knee cap level. Lift using the glutes and through the heels, then come back to starting postion with a control movement of 2 seconds.</p>
<p>This exercise targets mainly the lower back and glutes.</p>"
487,3f93459a-d06e-465c-85db-2137da759440,Shoulders,[],Dumbbell,[],237,Rear Delt Raises,"<p>Seated on a bench bWith the dumbbells on the floor bend over at 45 Degrees and then slowly raise each dumbbell to shoulder height and hold for a couple seconds before lowering to the starting position. </p>
<p> </p>"
490,2b6c09f7-dbf1-45ea-baf6-9a12e0b12396,Back,Lats,Dumbbell,[],670,Renegade Row,"<p>Get into pushup position gripping some dumbbells. Perform one pushup, then drive your left elbo up, bringing the dumbell up to your body. Return the dumbell to starting position. </p>
<p>Perform another pushup and then row with the other arm to complete one rep.</p>"
493,834c639f-4c82-404d-909f-4c75275465a0,Arms,Biceps,SZ-Bar,[],208,Reverse Bar Curl,"<p>Hold bar with reverse (or ""overhand"") grip, palms facing the floor.</p>"
495,2cd5e3c6-a8c0-456a-ab47-5e7b3a435407,Arms,Biceps,Barbell,[],771,Reverse Curl,The reverse-grip barbell curl is a variation on the biceps curl where the palms face downward. The switch from an underhand to an overhand grip brings the forearm and brachialis muscles more into the exercise.
498,1b95d961-1d5c-4ded-b25e-c090295ffe37,Chest,Chest,Barbell,[],399,Reverse Grip Bench Press,<p>Upper chest focuses exercise that also works triceps</p>
500,09349391-375b-42d5-8979-00a5d7196a5b,Abs,[],[],[],409,Reverse Plank,<p>Plank with stomach towards ceiling</p>
501,7671b16c-5023-4663-b00d-86dd018e024f,Arms,Triceps,[],[],360,Ring Dips,<p>Dips peformed on gymnastic rings.</p>
505,af2f774c-296c-4d14-8e4a-fad77175ae37,Abs,[],[],[],714,Beinheben am Roman Chair,<p>Stütze dich mit dem Unterarmen ab und hänge im Gerät. Ziehe die Knie Richtung Brust und lasse sie wieder kontrolliert zum Boden zurück.</p>
507,2e7ffff9-e603-4b28-98c8-31d1a6ce8cd9,Legs,[],Barbell,[],351,Romanian Deadlift,<p>DL from top to pos 2: https://www.youtube.com/watch?v=WtWtjViRsKo</p>
508,4b7cb037-0789-4014-ab6f-a451716b7538,Back,Lats,Barbell,[],801,Row,"In strength training, rowing (or a row, usually preceded by a qualifying adjective — for instance a seated row) is an exercise where the purpose is to strengthen the muscles that draw the rower's arms toward the body (latissimus dorsi) as well as those that retract the scapulae (trapezius and rhomboids) and those that support the spine (erector spinae). When done on a rowing machine, rowing also exercises muscles that extend and support the legs (quadriceps and thigh muscles). In all cases, the abdominal and lower back muscles must be used in order to support the body and prevent back injury."
510,88dbcc74-0304-4fcf-8a47-92d14a484b0a,Back,Lats,[],[],142,"Rowing, Lying on Bench",
512,00fcf603-b0d0-48d2-9b5e-c7f0d510d46c,Back,Lats,[],[],108,"Rowing, Seated",
513,32c129f7-cc28-4ebc-8465-e4fa62e220b1,Back,Lats,[],77,106,"Rowing, T-bar","<p>The execution of this exercise is very similar to the regular bent over rowing, only that the bar is fixed here.</p>
<p>Grab the barbell with a wide grip (slightly more than shoulder wide) and lean forward. Your upper body is not quite parallel to the floor, but forms a slight angle. The chest's out during the whole exercise. Pull now the barbell with a fast movement towards your belly button, not further up. Go slowly down to the initial position. Don't swing with your body and keep your arms next to your body.</p>"
514,5bea7603-d90b-4c0a-9d07-2345cb4fa60f,Back,Lats,[],[],201,Rückenmaschine,<p>.</p>
516,58416166-7a3a-470d-b493-27332799dcdf,Back,[],[],[],763,Rückenstrecker im Stehen,"<p>Ball zwischen die Hände klemmen oder Handtuch auseinanderziehen und dann im Stand nach oben mit ausgestreckten Armen über den Kopf ziehen, dabei je Wiederholung abwechselnd ein Bein heben. Die Beine können mit einem Widerstandsband verbunden sein.</p>"
518,713ee452-2775-4a68-8a7c-f1d22b5cd469,Back,Lats,[],[],224,Rudern am Tiefen Block (Seilzug),<p>beim Einatmen den Haltegriff zum Schwertfortsatz des Brustbeins führen. während der Rücken aufgerichtet und die Ellbogen so weit wie möglich nach hinten gezogen werden</p>
519,f242c9e5-14ea-414a-aad5-4c53971143e9,Shoulders,[],[],[],42,Rudern Aufgelegt,
520,6c45c38c-15cb-425b-b1f6-d8dd38e028f2,Shoulders,Shoulders,[],[],79,Rudern Aufrecht MP,"<p>Der Bewegungsablauf ist derselbe wie bei Ausf&uuml;hrung mit einer &szlig;-Stange.</p>
<p>Stelle dich gerade hin, die F&uuml;&szlig;e etwa schulterbreit. Halte die Stange mit einem Obergriff vor den Oberschenkel, die Arme ausgestreckt. Ziehe dann die Stange dicht am K&ouml;rper hoch, bis etwa zum Kinn. Die Ellenbogen zeigen nach oben, so, dass in der h&ouml;chsten Position die Arme ein leichtes V machen. Mache nach M&ouml;glichkeit hier eine kurze Pause und gehe dann langsam wieder runter.</p>"
521,a68c991c-ac42-47c8-9a84-9b288a4a7a76,Shoulders,Shoulders,Barbell,69,62,Rudern Aufrecht ß-Stange,"<p>Stelle dich gerade hin, die Füße etwa schulterbreit. Halte die ß-Stange mit einem Obergriff vor den Oberschenkel, die Arme ausgestreckt. Ziehe dann die Stange dicht am Körper hoch, bis etwa zum Kinn. Die Ellenbogen zeigen nach oben, so, dass in der höchsten Position die Arme ein leichtes V machen. Mache nach Möglichkeit hier eine kurze Pause und gehe dann langsam wieder runter.</p>"
523,719e97ef-a813-4c46-88f5-934466e37dae,Back,Lats,Dumbbell,[],730,Rudern KH Auf Schrägbank,"<p>Lehnen Sie sich mit einem neutralen Griff in eine Schrägbank.</p>
<p>Nehmen Sie eine Hantel mit neutralem Griff in jede Hand und beginnen Sie mit geraden Armen. Dies wird Ihre Startposition sein.</p>
<p>Ziehen Sie die Schulterblätter zurück und beugen Sie die Ellbogen, um die Hanteln zu Ihnen zu rudern.</p>
<p>Halten Sie am oberen Rand der Bewegung an und kehren Sie dann in die Ausgangsposition zurück.</p>"
525,d9e306b6-d6ff-4e61-b283-4b085d8edaaf,Back,Lats,Barbell,88,70,Rudern Vorgebeugt LH Reverse,"<p>Bewegungsablauf wie beim normalen vorgebeugtem Rudern, nur die Handstellung ist <em>reverse</em>, also die Handfläche zeigen nach hinten.</p>
<p>Greife die Langhantel mit breitem (etwas mehr als Schulterbreit) Griff und beuge dich nach vorne. Dabei ist der Oberkörper nicht ganz Waagerecht, sonder ein bisschen steiler, der Kopf schaut nach vorn und die Brust is rausgestreckt.</p>
<p>Ziehe nun das Gewicht in richtung Bauchnabel. Schwinge während der Bewegung den Oberkörper nicht und halte die Arme dicht am Körper wenn du sie hochziehst. Bringe die Hantel langsam wieder nach unten.</p>"
526,43508fc9-743d-4597-8202-7ba507313bff,Back,[],Barbell,[],370,Rumunský Mrtvý Tah,"volíme velmi úzký postoj(mezi chodidly pouze několik cm) a nohy necháváme při provádění cviku napnuté. Činku držíme pevně oběma rukama a s napnutými nohami vytahujeme nahoru. Při tomto cviku pracují především hamstringy a vzpřimovače zad. Je velice důležité, abychom činku po celou dobu drželi co nejblíže těla. Pokud ji totiž dáme od těla daleko, tak na spodní záda působí obrovská páka a hrozí velké riziko zranění.

http://mrtvytah.eu/rumunsky-mrtvy-tah/ "
527,a48295d8-21da-4625-8a85-331d7ced8d8b,Legs,[],[],[],397,Run,"<p>Running or jogging outside in a park, on the tracks,...</p>"
529,6cf55ecc-86ee-492d-a7f6-977bf61758b3,Legs,[],[],[],398,Run - Interval Training ,"<p>Run and do some interval trainings such as hill repat, fartlek,..</p>"
530,654793c2-e0e3-41fd-a549-0ece0f4378e8,Legs,[],[],[],269,Run - Treadmill,<p>Run on a treadmill</p>
537,57e17672-52b9-43cf-8d0d-4b3f06a0c0d0,Chest,Chest,Dumbbell,105,16,Schrägbankdrücken KH,"<p>Setze dich auf die Bank, die Füße sind fest auf dem Boden und geben Halt, der Kopf liegt auf der Bank. Nehme die Hanteln in die Hand und drücke sie nach oben. Bringe die Hanteln nach unten, bis sie neben der Brust sind. Drücke das Gewicht wieder nach oben.</p>"
