id,uuid,name,exercise_base,description,category,muscles,muscles_secondary,equipment
66,39fe696c-bd08-4a30-954f-7e5ea730dd92,Frontdrücken MP,252,"<p>Selbe Durchführung wie mit der Langhantel. Setze dich auf eine Bank, stelle die Lehne fast Senkrecht ein. Greife die Stange etwas mehr als Schulterbreit und hebe sie auf Brusthöhe. Drücke sie nun nach oben, strecke die Arme aber nicht vollständig aus. Bringe das Gewicht langsam wieder runter, bis sie wie beim Bankdrücken die Brust kurz berührt.</p>",13,[2],[],[]
65,ba57a28a-63e3-41ed-8d22-f8dfb2be7b7e,Frontheben am Kabel,253,"<p>Stelle dich mit dem Rücken zum Kabel, halte aber genügend Abstand, dass du es durch die Beine nach oben ziehen kannst. Greife die Stange, strecke die Arme komplett aus und ziehe das Seil hoch, bis sie waagerecht sind. Bringe dann wieder das Gewicht runter.</p>",13,[2],[],[]
221,61deb9d0-ec4c-4fe3-8cc4-c276116b4b95,Frontheben Mit Scheibe,254,"<p>Eine Gewichtscheibe mit gestreckten Armen von der Höhe der Oberschenkel bis kurz über den Kopf heben. Arme nicht in die Senkrechte bringen, damit der Muskel unter Anspannung bleibt.</p>",13,"[2, 9]",[],[]
390,d23d1980-3a50-4d3f-8123-90d7e55c7804,Front Kniebeuge,257,"<p>Bei dieser Variante des Kniebeugens werden der Beinbizeps und der Große Gesäßmuskel trainiert.</p>
<p>Daneben werden die Rückenstrecker und die Abduktoren beansprucht.</p>",9,[8],[6],[1]
233,a87de062-2101-4dc4-adda-328b4c722c6d,Front Raises,256,"<p>To execute the exercise, the lifter stands with their feet shoulder width apart and weights or resistance handles held by their side with a pronated (overhand) grip.</p>
<p>The movement is to bring the arms up in front of the body to eye level and with only a slight bend in the elbow. This isolates the anterior deltoid muscle (front of the shoulder) and uses the anterior deltoid to lift the weight.</p>
<p>When lifting it is important to keep the body still so the anterior deltoid is fully utilised; if the weight cannot be lifted by standing still then it is too heavy and a lower weight is needed. It is important to keep a slight bend in the elbow when lifting as keeping the elbow locked will add stress to the elbow joint and could cause injury.</p>
<p>A neutral grip, similar to that used in the hammer curl, can also be used. With this variation the weight is again raised to eye level, but out to a 45 degree angle from the front of the body. This may be beneficial for those with shoulder injuries, particularly those related to the rotator cuff.</p>",13,[2],[],"[1, 3]"
191,f2e563d2-507b-4586-88c8-77652cd19648,Front Squats,257,<p>Squats</p>,9,[8],[6],[1]
10,793f471c-04ca-4e5c-b73a-d502919a3190,Frontziehen Breit,258,,12,[12],"[2, 1, 13]",[]
12,9d4990c5-ae5a-450a-a9ef-0a3e0e7cd469,Frontziehen Eng,259,,12,[12],"[1, 13]",[]
326,bf9e572d-d138-43e9-a486-a5c6ad9033f8,Full Sit Outs,260,"<p>(A) Get in high plank position on your hands and toes.(B) Shift your weight to your left hand as you turn your body to the right; bend your right leg behind you and extend your right arm up. Return to the center and repeat on the opposite side. Continue, alternating sides.<strong>Make it easier:</strong> Don’t raise your arm after you bend your leg behind you.<strong>Make it harder:</strong> Balance with your arm and leg extended for two counts.</p>",10,"[8, 14, 6]",[],[7]
710,143cf744-ce94-458c-9c74-1aea6c64cfc7,Full Sit Outs,260,"<p>(A) Stellen Sie sich auf Ihre Hände und Zehen in eine hohe Plankenposition. (B) Verlagern Sie Ihr Gewicht auf Ihre linke Hand, während Sie Ihren Körper nach rechts drehen. beugen Sie Ihr rechtes Bein hinter sich und strecken Sie Ihren rechten Arm nach oben. Kehre in die Mitte zurück und wiederhole dies auf der anderen Seite. Fahren Sie mit abwechselnden Seiten fort. Machen Sie es einfacher: Heben Sie Ihren Arm nicht an, nachdem Sie Ihr Bein hinter sich gebeugt haben. Machen Sie es schwieriger: Halten Sie Arm und Bein für zwei Zählungen gestreckt.</p>",10,"[8, 14, 6]",[],[7]
676,4ff3a822-f67d-4f66-adef-ba887179ed73,Fundos Para Tríceps,262,"<p>Levante-se em barras paralelas mantenha pressionado por 1 segundo, abaixe lentamente e controle por 4 segundos, depois volte sem descanso</p>",8,[5],[4],[7]
408,97ae7d90-a4b2-472c-bf7b-826df674622c,Glute Bridge,265,"<p>Lie on you back with your hips and knees flexed, feet on the ground. From this position, raise your butt off of the ground to a height where your body makes a straight line from your knees to your shoulders. To make the exercise more intense, you can add weight by letting a barbell rest on your hips as you complete the motion, or you can put your feet on a slightly higher surface such as a step or a bench.</p>",9,[8],[11],[]
50,a311a463-f219-4741-b4fb-247013dc8dd8,Good Mornings,268,<p>.</p>,9,[11],[],[]
116,6e862700-3d63-486c-99ae-744c68d2f753,Good Mornings,268,,9,[11],[],[]
86,6dcc9adb-939c-4581-9e44-d0d73753997b,Hammercurls,272,"<p>Hold two dumbbells and sit on a bench with a straight back, the shoulders are slightly rolled backwards. Your pals point to your body. Bend the arms and bring the weight up with a fast movement. Don't rotate your hands, as with the curls. Without any pause bring the dumbbell down with a slow, controlled movement.</p>
<p>Don't swing your body during the exercise, the biceps should do all the work here. The elbows are at your side and don't move.</p>",8,[1],[],[3]
46,ff454f5a-70ee-40fb-9200-5e7e42960ef0,Hammercurls,272,"<p>Greife zwei Hanteln, die Handflächen zeigen zum Körper.  Beuge die Arme und brige die Hanteln mit einer schnellen Bewegung nach oben wobei sie im Unterschied zu den normalen KH Curls <strong>nicht</strong> um 90 Grad gedreht werden, die Handflächen zeigen also die ganze Zeit nach innen. Ohne Pause wird das Gewicht nun kontrolliert nach unten gebracht. Beachte, dass die Bewegung nach oben schneller ist als nach unten.</p>
<p>Während des Bewegungablaufs darf der Körper nicht mitschwingen. Die Ellenbogen bleiben dabei immer an der Stelle.</p>",8,[1],[],[3]
134,06e9de49-ac1b-45c1-b289-475118932434,Hammercurls am Seil,275,"<p>Nehme das Kabel in die Hände (Handflächen parallel, zeigen aufeinander), der Körper steht gerade und ist etwas vom Kabelzug entfernt.</p>
<p>Beuge nun die Arme und bringe das Kabel mit einer schnellen Bewegung nach oben. Ohne Pause wird das Gewicht nun kontrolliert nach unten gebracht (Arme aber nicht ganz austrecken). Während des Bewegungablaufs darf der Körper nicht mitschwingen. Die Ellenbogen bleiben dabei immer an der Stelle.</p>",8,[1],[13],[]
138,5baf40e5-ea3c-4f8d-b60a-d294ee2de55b,Hammercurls on Cable,275,"<p>Take a cable in your hands (palms parallel, point to each other), the body is straight. Bend the arms and bring the weight up with a fast movement. Without any pause bring it back down with a slow, controlled movement, but don't stretch completely your arms.</p>
<p>Don't swing your body during the exercise, the biceps should do all the work here. The elbows are at your side and don't move.</p>",8,[1],[13],[]
282,5afb7241-2eb9-4c9e-aa8f-b0b9bc8a0797,Handgelenkstreckung,278,"<p>Im Sitzen Unterarme auf die Oberschenkel, Handrücken nach oben (Obergriff) und dann Kurzhanteln nach oben bewegen.</p>",8,[],[],[]
317,1ec5352f-41da-408b-8e6c-3fef79475847,Hand Grip,279,<p>chrome Hand Flex Grip to build up forearms muscles</p>,8,[],[],[]
744,32a3096a-4ce7-4264-8784-46856210c61b,Handstand Gegen Die Wand,280,<p>Handstand gegen eine Wand zur Unterstützung (Brust zugewandte Wand).</p>,13,[2],"[4, 5]",[7]
807,f568e69c-5fe8-4288-a0c3-926087b8c4e3,Handstand Pushup,282,"The handstand push-up (press-up) - also called the vertical push-up (press-up) or the inverted push-up (press-up) also called commandos- is a type of push-up exercise where the body is positioned in a handstand. For a true handstand, the exercise is performed free-standing, held in the air. To prepare the strength until one has built adequate balance, the feet are often placed against a wall, held by a partner, or secured in some other way from falling. Handstand pushups require significant strength, as well as balance and control if performed free-standing.",13,"[9, 5]",[],[7]
166,5aab5983-55d6-4d4c-a24e-bc18704f50c5,Hanging Leg Raises,283,"<p>Hanging from bar or straps, bring legs up with knees extended or flexed</p>",10,[6],[],[]
291,3329b890-685a-475d-b8e5-42362711b445,Hercules Pillars,284,<p>Grab two cables stand in the middle so both have tension and hold</p>,8,"[1, 13, 5]",[2],[]
304,d79e7078-0dd3-4b49-8947-731e6aaa1de0,High Knee Jumps,285,"<p>-Start with legs slightly wider than shoulder width</p>
<p>-Drop into a bodyweight squat</p>
<p>-As you hit the bottom of the squat, explode upwards into a jump while simultaneously tucking your knees into your chest midflight.  Remain tucked until the apex of your jump.</p>
<p>-Land on both feet, making sure your knees are not locked so as to avoid excessive strain upon your joints.  Collect yourself into the next rep as quickly but under control as possible.</p>",9,"[11, 7, 10, 15]","[14, 6, 3]",[]
432,e5b6bf59-d933-416e-8228-75c0e7de5dd9,High Knees,288,"<p>-Start with legs at a comfortable standing width</p>
<p>-Run in place, bringing knees to or above waist level</p>",9,"[7, 10, 15]",[6],[]
164,a0d1e216-4517-46db-ac4c-fa11686fd513,High Pull,289,"<p>Use a light barbell, perform explosive lift up starting from underneath knee cap level. Lift/raise explosively using hips, at shoulder level. Tempo: 2111</p>",13,[2],[8],[]
255,5ba12913-759c-4343-aa26-ddd9b64875d4,HIIT,290,"<p>Interval Sprints</p>
<p>20 sec Belastung</p>
<p>30 sec Regen.</p>",9,[],[],[]
650,06dee092-b84a-40b4-986f-b0b3e64adc22,Hindu Squats,291,"<p>Start with your feet shoulder width apart and arms slightly behind your back.</p>
<p>As you descend towards the floor, raise your heels off the ground, while keeping your back as vertical  as possible. </p>
<p>Upon attaining the bottom position, touch the hands to the heels.</p>
<p>Then stand up ending with the heels on the ground, arms extended in front of the chest then rowing into the start position.</p>",9,[10],[8],[]
376,5b12d361-be23-4f61-94af-0cc1665711ca,"Hip Raise, Lying",292,"Lying down on your back, with your feet flat on the floor. Raise your hips up evenly as high as you can and hold for as long as you can.",12,"[11, 8]","[12, 14, 6, 9]",[7]
854,37097633-de80-4271-9b7c-291f359e0ef4,Hip Thrust,294,"<p>The bar should go directly on your upper thigh, directly below your crotch. Your feet should be directly under your knees. Push your hips up so that you form a straight line from your knees to your shoulders. Use a pad for comfort.</p>",9,[8],[],"[1, 8]"
383,9910d61d-b5d4-44fe-8b5f-00fa6e2aaf76,Hollow Hold,297,"<p>Get on a mat and lie on your back. Contract your abs, stretch your raise and legs and raise them (your head and shoulders are also be raised). Make sure your lower back remains in contact with the mat.</p>",10,"[14, 6]",[],"[4, 7]"
60,913d71cc-ba7a-4902-bfa8-3c5203129d72,Hyperextensions,301,"<p>Lege dich auf das Polster so, dass der Bauchnabel kurz vor der Vorderkante liegt, der Oberkörper hängt frei nach unten. Spanne die gesamte Rückenmuskulatur an, und bringe den Oberkörper nach oben bis er waagerecht ist (nicht höher). Gehe nun langsam wieder nach unten (Muskelanspannung nicht vergessen).</p>",12,[9],[],[]
128,f57a0c60-7d37-4eb3-a94e-1a90292e8c02,Hyperextensions,301,"<p>Lay on the hyperextension pad with the belly button just at the leading edge, the upper body can hang freely. Tense your whole back's muscles and bring your upper body up till it is horizontal, but not more. Go slowly down and don't relax your muscles.</p>",12,[9],[],[]
163,6cfd927c-8009-4cc2-9501-acb3db417396,Incline Bench Press,305,"<p>To do slowly, tempo is 4010</p>",11,[4],[],[9]
206,7327ab51-7073-4c84-9e3f-2e83af40e96c,Incline Dumbbell Flye,308,"<p>Use inclined bench. Hold dumbbells straight out to your sides, elbows slightly bent. Bring arms together above you, keeping angle of elbows fixed.</p>",11,[4],[],"[3, 9]"
210,15c5dfa0-4103-4515-979d-807eee8faa53,Incline Dumbbell Press,309,"<ul>
<li>Bench should be angled anywhere from 30 to 45 degrees</li>
<li>Be sure to press dumbbells straight upward (perpendicular to the floor)</li>
</ul>",11,[4],[],"[3, 9]"
340,fbbebbfc-a5b2-4573-8914-147ff60cb7c5,Incline Dumbbell Row,310,"<ol>
<li>Using a neutral grip, lean into an incline bench.</li>
<li>Take a dumbbell in each hand with a neutral grip, beginning with the arms straight. This will be your starting position.</li>
<li>Retract the shoulder blades and flex the elbows to row the dumbbells to your side.</li>
<li>Pause at the top of the motion, and then return to the starting position.</li>
</ol>",12,[],[12],"[8, 3]"
165,39c416c8-64db-4330-9d37-c41ec70048fb,Incline Plank With Alternate Floor Touch,312,"<p>Perform the plank with legs elevated, feet on a gymball. Once stabilised, slowly move one foot sideways off the ball, then make it touch the floor, then come back to starting position. Alternate with the other foot.</p>
<p>This is a core exercise.</p>",10,[6],[14],[]
168,2d728ea9-9e80-4d16-9d6c-801e1e4b4d0b,Incline Pushups,313,<p>Regular push with a 30 degree incline.</p>,11,[4],[11],[]
895,2ac4a5f9-2b47-436e-843a-655580746aa3,Incline Push-Up With Rotation,85,<p>A normal Incline Push-Up but with a rotation on top.</p>,13,[],[],[7]
724,666d1c77-d74b-411c-be3e-1e60a02c548d,Isometric Wipers,314,"<p>Nehmen Sie die Liegestütze-Position ein, wobei die Hände etwas breiter als die Schulterbreite sind.</p>
<p> </p>
<p>Das Körpergewicht so weit wie möglich zur Seite verlagern, damit sich der Ellbogen auf dieser Seite beugen kann.</p>
<p> </p>
<p>Kehren Sie die Bewegung um und bewegen Sie sich vollständig auf die andere Seite.</p>
<p> </p>
<p>Kehren Sie in die Ausgangsposition zurück und wiederholen Sie den Vorgang für die gewünschte Anzahl von Wiederholungen.</p>",11,[4],[6],[7]
338,20b88059-3958-4184-9134-b48656ad868d,Isometric Wipers,314,"<p>Assume push-up position, with hands slightly wider than shoulder width.</p>
<p>Shift body weight as far as possible to one side, allowing the elbow on that side to flex. </p>
<p>Reverse the motion, moving completely over to the other side.</p>
<p>Return to the starting position, and repeat for the desired number of repetitions.</p>",11,[4],[6],[7]
423,7277d3bb-e68b-48fb-829e-37e13268f124,Jogging,319,"<p>Get your shoes on, go outside and start running at a moderate pace.</p>",9,[],[],[]
810,75ab9694-63f2-4794-ae2f-e93abb2255b8,Jumping Jacks,320,"<p>A jumping jack or star jump, also called side-straddle hop in the US military, is a physical jumping exercise performed by jumping to a position with the legs spread wide and the hands going overhead, sometimes in a clap, and then returning to a position with the feet together and the arms at the sides</p>",9,[10],[],[]
71,9055153b-6151-47e7-a7fc-ab77f5d1a5cd,Kabelcross,323,,11,[4],[2],[]
251,c438efed-81de-42e4-b616-023948acb824,Kabelziehen Über Kreuz,324,"<p>Brustmuskulatur</p>
<p>Hinterer dreieckiger Schultermuskel</p>",11,[],[],[]
252,59b210db-aefa-4a50-85a3-71c677cf4414,Kabelziehen Von Unten,325,"<p>-Brustmuskulatur</p>
<p>-Vorderer dreieckiger Schultermuskel</p>",11,[],[],[]
314,801f7f2c-a11a-4881-85c0-6beac7578a72,Kabelzug,326,"<p>Seilzug auf Oberarmhöhe. Arm angewinkelt. Unterarm vor dem Bauch von innen nach außen drehen, sodass der Griff vom Kabelzug wegbewegt wird.</p>",13,[],[],[]
249,9d1b45e0-0689-411d-915b-5c5e3452e2b0,Kettlebell Swings,331,"<p>Hold the kettlebell securely in both hands. Keep your back flat throughout the move, avoiding any rounding of the spine.Keeping your knees ""soft"", hinge your hips backwards, letting the kettlebell swing between your knees.</p>
<p>You want to bend from the hips as far as you can <em>without letting your back round forwards</em>. Then, snap your hips forwards quickly and standing up straight, locking your body in an upright posture.</p>
<p>The speed you do this will cause your arms and the kettlebell to swing up in front of you. Don't try to <em>lift</em> the kettlebell with your arms. The snapping forwards of your hips will cause the kettlebell to swing forwards through momentum. Depending on the weight of the kettlebell and the speed of your hip movement, your arms will swing up to about shoulder height. At the top of this swing, let your hips hinge backwards again as the kettlebell swings back down to between your legs and the start of the next repetition.</p>",9,[8],[11],[]
28,d7c553b1-e84d-4dbc-9f6c-05db489b27c8,KH an Scottmaschine,208,"<p>Setze dich vor der Scottmaschine, stelle die Höhe so ein, dass die Achselhöhlen auf die Oberkante liegen. Die Oberarme liegen parallel auf der Fläche und bleiben während der Übung auch so. Ziehe die Hanteln so weit wie möglich hoch und bringe sie ohne Pause wieder runter. Strecke dabei die Arme ganz aus.</p>",8,[1],[],[]
232,ebe60386-bf33-4f50-87a6-d44c5f454158,Kick-Backs,655,"<p>Stelle dich auf einer Bank, wie beim einarmigen KH-rudern: ein Knie und eine Hand auf die Bank, das andere Bein ist auf dem Boden und gibt Halt. Nehme die KH, der Vorderarm macht einen rechten Winkel und zeigt nach unten. Ohne die Ellenbogen zu bewegen, bringe das Gewicht hoch.</p>",8,[5],[],[3]
367,e4aaf859-9d7e-4356-b144-2d00a2fcd868,Kliky na Medicinbalu,335,"kliky na medicinbalu se provádějí jako klasické cviky. Ruce jsou na medicinbalu. Pro usnadnění může klečet u cvičení, jako u ženských kliků.",10,[4],[12],[7]
36,4e741c73-d40a-4fad-b0e0-76edd9bbe8df,Klimmzüge,475,"<p>Greife die Klimmzugstange mit breitem Griff, der Körper hängt zunächst frei nach unten. Ziehe nun die Brust raus und bringe den Körper nach oben, bis dein Kinn über der Stange liegt (oder der Nacken sie berührt, wenn du <em>nach hinten</em> gezogen hast), gehe nun langsam nach unten und wiederhole.</p>",12,[12],"[2, 1, 9]",[6]
48,22897ebe-cf17-44cf-97e6-87566285684d,Klimmzüge an Maschine,477,,12,[12],"[2, 1, 9]",[]
7,36c27886-b10b-41b6-ac60-f02ee3784041,Kniebeuge,615,"<p>Stelle die Halterung der Langhantel auf so eine Höhe ein, dass du sie bequem raus- und wieder reinbringen kannst. Bereite dich vor:</p>
<ul>
<li>die Stange ist etwas tiefer als Schulterhöhe</li>
<li>die Füße sind ziemlich auseinander und zeigen leicht nach außen</li>
<li>der Kopf ist im Nacken und schaut nach vorne/oben.</li>
<li>die Brust wird nach außen gebracht</li>
</ul>
<p>Gehe nun langsam runter, bis der Oberschenkel einen rechten Winkel bildet, nicht tiefer. Die Knie zeigen leicht nach außen, dein Gesäß nach hinten. Mache eine kleine Pause und gehe mit so viel Energie wie du aufbringen kannst, wieder nach oben. Nach 2 Sekunden Pause gehe wieder runter.</p>",9,[10],[8],[1]
402,634dcf89-c346-4af8-8b09-61f238798877,Kniebeuge an Hackenschmidtmaschine,375,"<p>Setze dich in die Maschine und drücke deine Schultern auf das Polster. Deine Füße sind etwa Schulterbreit auseinander und zeigen leicht nach außen. Gehe nun langsam nach unten in die Knie bis sich, wie bei der regulären Kniebeuge, einen Winken von ca. 90° ergibt. Drücke dich wieder nach oben und wiederhole die Bewegung. Wichtig ist hier, dass du die Knie nicht ganz ausstreckst.</p>",9,[10],[],[]
200,c8acba02-61be-4005-ba4f-028cc21b1565,Kniebeuge an Multipresse - Eng,341,<p>.</p>,9,[10],[8],[]
681,ec0c53a5-15b9-4c2f-ac7c-00888db9f8ee,Konzentrations-Curls,202,<p>Setz dich auf die Bank. Fassen Sie die Hantel zwischen den Beinen. Legen Sie den Oberarm an den inneren Oberschenkel. Unterarm anheben.</p>,8,[13],[1],[3]
9,521a5e4f-6f35-43e5-9d1c-6e75c4956e96,Kreuzheben,184,"<p>Stelle dich mit etwas mehr als schulterbreitem Stand vor der Stange, die Füße zeigen leicht nach außen, die Stange ist direkt darüber und sehr nahe am Schienbein. Beuge die Knie (zeigen ebenfalls etwas nach außen) und neige den Oberkörper (bleibt während der ganzen Übung gerade). Greife die Stange schulterbreit mit einem Unter- und einem Obergriff.</p>
<p>Ziehe nun die Stange nach oben. An der höchsten Stelle mache ein leichtes Hohlkreuz und drücke die Schultern nach hinten. Gehe wieder runter, wobei du darauf achtest, dass der Rücken gerade bleibt und sich nicht krümmt. Du kannst unten angekommen eine kleine Pause einlegen oder sofort weitermachen.</p>",12,[12],[8],[]
799,37a10f8f-d77a-442f-b4d1-31bc891fcffc,"Landmine-Press, Einarmig",346,"<p>Diese Übung kann wahlweise im parallelen oder versetzten Stand durchgeführt werden.</p>
<p>Greife das Ende einer Langhantel, während das andere Ende fixiert am Boden ist und versuche das Gewicht von dir wegzudrücken ohne dabei die Langhantel Richtung Körpermittelpunkt zu bewegen. Der ganze Körper bleibt während der Übungsausführung gerade und angespannt.</p>",13,[2],"[4, 5]",[1]
148,5345766a-c092-457a-aa21-8ee6ffa855d4,Lateral Raises,348,<p>.</p>,13,[2],[],[3]
149,79a3a34c-262f-4cae-b827-b5a85b11b860,"Lateral Raises on Cable, One Armed",349,<p>.</p>,13,[2],[],[]
306,aba7ba7a-6ff0-47d4-ab66-8952e21e38c5,Lateral-to-Front Raises,351,"<p>-(1) Perform a lateral raise, pausing at the top of the lift (2).</p>
<p>-Instead of lowering the weight, bring it to the front of your body so that you appear to be at the top position of a front raise.  You will do this by using a Pec Fly motion, maintaining straight arms. (3)</p>
<p>-Now lower the weight to your quadriceps, or, in other words, lower the dumbbells as though you are completing a Front Raise repetition. (4)</p>
<p>-Reverse the motion:  Perform a front raise (5), at the apex of the lift use a Reverse Fly motion to position the weights at the top of a Lateral Raise (6), and finally, lower the weights until your palms are essentially touching the sides of your thighs (7).  THIS IS ONE REP.</p>
<p>(1) l  <em>front view  </em>(2) -l- <em> FV  </em>  (3) l-  <em>side view</em>   (4) l  <em>SV/FV</em>   (5) l-  <em>SV  </em> (6) -l-  <em>FV  </em>  (7)  l  <em>FV/SV</em></p>",13,"[2, 9]",[],[3]
158,b78d22f4-b5f8-4789-8e42-07464d82718f,Lat Pulldown,353,"<ul>
<li>Rücken gerade</li>
<li>Griffe bis auf Kinnhöhe herunter ziehen</li>
<li>Arme langsam zurückgehen lassen bis sie fast ausgestreckt sind</li>
</ul>",12,[12],[1],[]
188,dbe77958-51a8-4412-9927-4b24d80ed44f,Lat Pull Down (Leaning Back),354,"<p>Lean Back, Pull into chest</p>",12,[12],[],[]
187,1f2d6fd6-bb93-424b-834e-e91dee52dcf3,Lat Pull Down (Straight Back),355,<p>Pull bar down to strenum and keep straight back.</p>,12,[12],[],[]
226,0fdc6c45-5212-413a-8a6d-058675afab3b,Lat-Ziehen Mit Gesteckten Armen am Seilzug,357,"<ul>
<li>Sie stehen mit leicht gegrätschten Beinen vor dem Gerät und umfassen die Stange in Schulterbreite von oben, die Arme sind getreckt.</li>
<li>beim Einatmen die Stange bis zu den Oberschenkeln führen, wobei die Arme gesteckt bleiben (die Ellbogen können ganz leicht gebeugt sein)</li>
<li>Dabei halten Sie den Rücken gerade und spannen die Bauchmuskeln an.</li>
<li>Am Ende der Bewegung ausatmen</li>
</ul>",12,[12],[],[]
734,5992e5f2-f2d6-4d9f-aea8-e924f4b4cf57,Lat-Ziehen Mit Gesteckten Armen Mit (Stange),358,"<p>Verwenden Sie den Aufsatz für die gerade Stange. Fassen Sie die beiden Enden der Stange mit den Handflächen nach unten und den Armen gerade vor Ihnen. Ziehen Sie Ihre Hände nach unten in Richtung Ihrer Hüften, während Sie Ihre Arme gerade halten, und heben Sie sie dann wieder in die Ausgangsposition.</p>",12,[12],[5],[]
243,705adbb9-0f94-4943-9247-64c555c352ca,Latzug Breit Zur Brust,359,"<p>Aufrechte Sitzposition</p>
<p>Oberkörper leicht nach hinten beugen</p>
<p>Stange im Obergriff fassen</p>
<p>Stange vor dem Kopf nach unten zum Brustbein ziehen</p>
<p>Stange zurückführen, bis Ellenbogen leicht gebeugt</p>",12,[],[],[]
244,3e7413d3-3105-49da-91cd-b136d63c395b,Latzug Eng im Untergriff Zur Brust,361,"<p>Körper leicht nach hinten geneigt</p>
<p>kein Hohlkreuz</p>
<p>Rumpfmuskulatur angespannt</p>
<p>schulterbreiter Untergriff</p>
<p>Stange vor dem Kopf auf Brust herunterziehen</p>
<p>Ellenbogen möglichst eng am Körper</p>
<p>Stange soweit zurück, dass Ellenbogen leicht gebeugt</p>",12,[12],[1],[]
792,43f534f6-fca3-4ad0-beda-0c68a0a5f0f8,Leg Curl,364,"The leg curl, also known as the hamstring curl, is an isolation exercise that targets the hamstring muscles. The exercise involves flexing the lower leg against resistance towards the buttocks. Other exercises that can be used to strengthen the hamstrings are the glute-ham raise and the deadlift.",9,"[11, 8]",[],[]
154,cd4fac32-48fb-4237-a263-a44c5108790a,Leg Curls (laying),365,"<p>Lay on a bench and put your calves behind the leg holder (better if they are hold on around the lower calves). Hold a grip on the bars to make sure the body is firmly in place. Bend your legs bringing the weight up, go slowly back. During the exercise the body should not move, all work is done by the legs.</p>",9,[11],[],[]
117,61950a59-be4e-43cc-abc1-cb52abd15354,Leg Curls (sitting),366,,9,[11],[],[]
118,89c98117-dd53-4334-bfa6-72a96525629a,Leg Curls (standing),367,,9,[11],[],[]
796,ef9e44cc-dfe7-42ad-a788-2c1061c66069,Leg Extension,368,"The leg extension is a resistance weight training exercise that targets the quadriceps muscle in the legs. The exercise is done using a machine called the Leg Extension Machine. There are various manufacturers of these machines and each one is slightly different. Most gym and weight rooms will have the machine in their facility. The leg extension is an isolated exercise targeting one specific muscle group, the quadriceps. It should not be considered as a total leg workout, such as the squat or deadlift. The exercise consists of bending the leg at the knee and extending the legs, then lowering them back to the original position.",9,[10],[],[]
804,57e739b5-e931-405f-a548-d419a70ea602,Leg Extension,369,"The leg extension is a resistance weight training exercise that targets the quadriceps muscle in the legs. The exercise is done using a machine called the Leg Extension Machine. There are various manufacturers of these machines and each one is slightly different. Most gym and weight rooms will have the machine in their facility. The leg extension is an isolated exercise targeting one specific muscle group, the quadriceps. It should not be considered as a total leg workout, such as the squat or deadlift. The exercise consists of bending the leg at the knee and extending the legs, then lowering them back to the original position.",9,[10],[],[]
177,a24a0521-6391-419c-bd89-795bba0eb5ee,Leg Extension,370,<p>Seated Leg Extension Machine</p>,9,[10],[],[]
788,6c8e863c-f6c2-4ad0-a0e9-5e6d9e6a928b,Leg Press,371,The leg press is a weight training exercise in which the individual pushes a weight or resistance away from them using their legs.,9,"[11, 7, 8, 10]","[7, 8]",[]
115,560e1a20-33e1-45db-ba5b-63f8c51af76d,Leg Presses (narrow),373,"<p>The exercise is very similar to the wide leg press:</p>
<p>Sit on the machine and put your feet on the platform so far apart  that you could just put another foot in between them. The feet are parallel and point up.</p>
<p>Lower the weight so much, that the knees form a right angle. Push immediately the platform up again, without any pause. When in the lower position, the knees point a bit outwards and the movement should be always fluid.</p>",9,[10],[8],[]
114,3caed096-c65e-434d-9792-33db636743e7,Leg Presses (wide),374,"<p>Sit on the machine and put your feet on the platform, a bit more than shoulder wide. The feet are turned outwards by a few degrees.</p>
<p>Lower the weight so much, that the knees form a right angle. Push immediately the platform up again, without any pause. When in the lower position, the knees point a bit outwards and the movement should be always fluid.</p>",9,[10],[8],[]
130,2966e4a2-4306-4cb5-a2dc-8951cd192555,Leg Press on Hackenschmidt Machine,375,,9,[10],[],[]
791,d543595d-bbad-40b8-a9a4-e67cbdb76490,Leg Raise,376,"The leg raise is a strength training exercise which targets the iliopsoas (the anterior hip flexors). Because the abdominal muscles are used isometrically to stabilize the body during the motion, leg raises are also often used to strengthen the rectus abdominis muscle and the internal and external oblique muscles.",9,"[14, 6]",[],[]
125,7c3cc0ce-e335-4f5c-aa32-1576a908a539,"Leg Raises, Lying",377,<p>Lay down on a bench and hold onto the recliner with your hands to keep you stable. Hold your legs straight and lift them till they make an angle of about 45°. Make a short pause of 1 sec. and go slowly down to the initial position. To increase the intensity you can make a longer pause of 7 sec. every 5th time.</p>,10,[6],[3],[4]
126,3d8273d2-1fbe-4a8f-99a6-d2b5e204cb41,"Leg Raises, Standing",378,"<p>Put your forearms on the pads on the leg raise machine, the body is hanging freely. Lift now your legs with a fast movement as high as you can, make a short pause of 1sec at the top, and bring them down again. Make sure that during the exercise your body does not swing, only the legs should move.</p>",10,[6],[3],[]
211,a36e5cec-3b9d-4dd5-a3fb-cbcc78a97c3b,Leverage Machine Chest Press,379,<p>Be sure to adjust seat height so that the handles are towards the bottom of your pectorals.</p>,11,[4],[],[]
214,212e98e1-3917-422c-a030-8b312e6b1812,Leverage Machine Iso Row,380,<p>Adjust seat height so that the handles are at the bottom of your pectorals or just below.</p>,12,[12],[],[]
753,6ae461d7-daea-4ac7-999b-826fe28263b0,L Hold,382,<p>Hänge dich an eine Klimmzugstange und hebe die Beine gerade an bis du einen 90° Winkel zwischen Beine und Oberkörper hast (L-Form). Halte die Position.</p>,10,[],[],[]
